  always ,  Reading #zizek before bed is always a recipe for a nice 
  love ,  The biggest achievement for me like any other year is that I haven't fell in love . $  #sarcasm
  love ,  Bed time! I love my Friday night's.. #sarcasm #loser
  love ,  I love how I've done absolutely nothing with my friends this break.... #Sarcasm
  love ,  hah my mom loves me a lot and always texts me back #sarcasm
  love ,  Nick loves John Mayer ... Can't you tell?! Lol #sarcasm #goodhusband http. //t.co/aZzBDSwnBn
  love ,  hey guys
  love ,  @KeaCoy gotta love the people around here huh!! #sarcasm
  love ,  I love when people are butt hurt over some shit but don't say anything to fix it #sarcasm
  love ,  I love reading about Rob Ford on the BBC's website. #sarcasm #internationalincident
  love ,  Oh how I love being sent to voicemail #sarcasm -___-
  love ,  Yes
  love ,  I love matching my clothes. #sarcasm #pinkhatredhoodygreenjoggersblackshoesbluephone http. //t.co/bUewFyf8ly
  love ,  I love having something planned
  love ,  Always so loving and caring. #sarcasm
  love ,  I love math homework #sarcasm
  love ,  Love the way I'm awake at this time #Sarcasm
  love ,  @JulesDee7 hahahahahah! Love that you always try to see the best out of some people! These guys would be a good catch lol #sarcasm
  love ,  Isn't everyone just loving this single digit weather? The 10 mile/hour winds make it so much more perfect. #Sarcasm #Too #Cold #NeedWarmth
  love ,  Doesn't everyone just love a nice long 8 hour car ride.  I know I do. #sarcasm
  love ,  I love leaving work @ 6 &amp; it is dark out! #SaidNoOneEver #sarcasm
  love ,  I love how people keep me so well informed.  #Sarcasm
  love ,  Wow
  love ,  I just love that my family is quiet in the mornings! #sarcasm #canyoushutup
  love ,  OMG!!!!!! I love generic snaps!!!! #sarcasm
  love ,  I love to see that people missed me at school today ... #sarcasm #noonecares
  love ,  He's soooooo sweet and told me that he will call me back. Aww so much love. #sarcasm
  love ,  Love when Kevin decides to work Saturdays. #sarcasm
  love ,  @LeighWilder42 Don't you love it when that happens? #sarcasm #orisit?
  love ,  I love it when my xbox freezes #sarcasm
  love ,  I just love teaching myself everything from textbooks #sarcasm
  love ,  Love being in Nipissing's Library while it rains. #sarcasm #soloud #nipuproblems
  love ,  I love being kicked (for real or faux) via @Crayon17. #sarcasm
  love ,  I love lying ass people. Mhm #myfav #sarcasm
  love ,  Sure
  love ,  Loves getting snap chats of people doing things. #sarcasm
  love ,  I love Windows updates! #yeahright #Windows #sarcasm #timewaster
  love ,  Love when I get an email from twitter suggesting I follow someone I KNOW I was following and have mysteriously unfollowed. Love it. #sarcasm
  love ,  Please whine a little more on Twitter. I'd love to hear about every little difficulty of your everyday life. #sarcasm #stfu
  love ,  Ahhhh love seeing that #Sarcasm #MupMup
  love ,  Don't you just love being a backup plan? I know I do! #sarcasm
  love ,  Love seeing my 'favourite' person on a train. Hitting someone In the back for a made up reason. What a hard man... #sarcasm
  love ,  Australian summers
  love ,  Just love not sleeping!! Fucking awesome!
  love ,  Oh how I love to log into my works email and deal with crap when I am not in .... #sarcasm
  love ,  I just love being alone with my little sister and hearing loud banging outside my house. #Sarcasm #IHaveAGun
  love ,  I just love when refs screw up games #sarcasm
  love ,  @MonumentTV I love the live stream soooooo much. #sarcasm #itsucks
  love ,  I just love when people don't text me back. #notreally #sarcasm
  love ,  I love it when the football boys bring their bags into the commons area........
  love ,  @molinadam @arleencoolet Sorry. but i love @arleencoolet / xDDDD #sarcasm
  love ,  Sigourney Weaver's performance in Avatar is the reason I love her! #sarcastic #straightforward
  love ,  Wow those statements from the @NBA mean a whole lot to us &amp; @MNTimberwolves  are they going to let Love take the free throws later? #sarcasm
  love ,  I just love it when it's so hot that it makes me feel like fainting or throwing up or both. #sarcasm #IHATESUMMER
  love ,  I love people showing selfies of them not dressing for homecoming week. #Sarcasm
  love ,  Love how my mom hates spending time with our family on holidays #sarcasm
  love ,  I fucking love when my work doesn't schedule me for two full weeks. #sarcasm #areyouserious
  love ,  Happy Birthday Ronald Kooistra
  love ,  I love getting screwed over by hypocrite
  love ,  I love it when people tweet about a show and I'm not that for yet #TheWalkingDead #sarcasm
  love ,  @TCWfanzine @kenpanthers I would love to say so much about this but I won't! #shockeditwasiginla #sarcasm
  love ,  I love when singers are tone deaf and I can't understand a word they're saying......#sarcasm #whatareyousaying #thosenotesdontexist
  love ,  I love waking up to the smell of precalc review in the morning. #sarcasm
  love ,  I love it when I have a 5 team acca on and one team lets me down #sarcasm
  love ,  RT @CristopherMont1.  Been together 5 minutes and yall already in love. Lmao hell. Send me the wedding invite. #Sarcasm
  love ,  I'm going to college with $25 in my wallet for the week. I'm glad my parents love me enough to give me some money. #sarcasm #nolove
  love ,  Beards. Lines shaved into their hair. What's not to love about this Red Sox team? #sarcasm #ALCS
  love ,  I can cook
  love ,  Gotta love the @nfl 's choice of primtime games this year. #sarcasm
  love ,  Loving Conor's toy show jokes
  love ,  I just love waking up early for school #sarcasm
  love ,  I just love how nice @katethegreat_11 is to me #sarcasm
  love ,  Good thing I love always running on little sleep. #sarcasm
  love ,  I love how my Iphone won't charge
  love ,  Love playing 100 questions on the phone #Sarcasm
  love ,  Oh how i love school!!
  love ,  RT @OhhShooTianna.  Love when my apps just close by themselves thank you so much apple #Sarcasm
  love ,  @JanesAmerica You only said that cause you love Obamacare and hate freedom. #Sarcasm
  love ,  RT @CamKapteyn.  I just love when my sister is moody... It makes my mood sooo much better -.- #sarcasm
  love ,  You just gotta love seasonal depression.
  love ,  I love when my eyes turn green after I cry. What a lovely time for them to get pretty.... #Sarcasm
  love ,  I love missing out on all the fun wintery activities because I can't effing walk. #sarcasm
  love ,  RT @erin_barents.  I just love when the fire alarm goes off at 2 in the morning. #sarcasm
  love ,  RT @atikarosli.  How beautiful the world is when we get to see the person we love spending their time with the person they love #sarcasm
  love ,  I love when people talk smack but are not any better themselves. #Sarcasm
  love ,  I just love it when customers let their kids get in my way and run wild while i'm trying to do my job #sarcasm #controlyourfreakingchildren
  love ,  I love hitting Charleston at rush hour #Sarcasm
  love ,  I love getting called into work this early #sarcasm
  love ,  B'coz we love pink. XD #Sarcasm #Pagbigyan #NasobrahanSaKain http. //t.co/o4M0DmsVpl
  love ,  Omg u guys I'm so sad I've never been a wcw. Someone shout me out and make me feel loved #sarcastic #nobutreally
  love ,  I love working on a Saturday morning. #sarcasm
  love ,  I just love walking to class when it's cold outside #sarcastic
  love ,  @x_Philly_x yeah
  love ,  Also thanks to Dad for booking the 7. 10am flight. Loving the lack of sleep. #sarcasm #viajeamexico
  love ,  I love how iOS7 thinks I want my new wallpaper blown up so big you can't even see the whole picture. #not #sarcasm http. //t.co/wuGNyxgSjM
  love ,  RT @ValleyReynolds.  I love it when you don't text me. #Sarcasm
  love ,  Just love the waiting room at Good Year Tire. #sarcasm
  love ,  wow I love when people don't answer their phones... #sarcasm
  love ,  @LornaMay_onaise oh what a shame I missed it! I would've loved to hear three girls talk about guys for over 2 hours! #sarcasm #talkaboutme
  love ,  RT @DENS4D2.  I love not being tired when I really should be... Wooohooo #sarcasm
  love ,  love my life. #sarcasm
  love ,  I love writing essays this late at night. Especially when I still have homework in several other classes #sarcasm
  love ,  I swear to GAWD I fell in love with this one! This is so ME! #Sarcasm #Sarcastic http. //t.co/N7Hi4srDXB
  love ,  I just love going to the doctors every week. It's so much fun. #sarcasm
  love ,  Temp under dyna.  40+++
  love ,  I love people who pretend bad eyebrows aren't a choice. #eyebrows #sarcasm
  love ,  Going to my old school this morning to watch the Xmas performance. Sure I'll be welcomed with love and affection #sarcasm
  love ,  @DrewFromTV Don't you just love the Edit Tweet feature.. #Sarcasm
  love ,  RT @taycronz.  Gotta love waking up and having nothing to look forwards to! #sarcasm #nolife
  love ,  Gotta love not txting anyone #sarcasm
  love ,  I love it when people bitch about how someone else is doing their job
  love ,  I love taking my sister to school #sarcasm
  love ,  Love getting Tonsillitis. #sarcasm. #cantspeak #somuchpain
  love ,  Okay guys
  love ,  I just love it when your trying to start a conservation with somebody and they don't respond.. #sarcasm
  love ,  School choir rehearsals during my lunch time ... I love it! #sarcasm #MyLifeIsNotaLife #KidsAreMyLifeButIfIDontEatIwillDie
  love ,  Work till 12 then that wonderful class I love so much -___- #sarcasm
  love ,  RT @KyleBasten.  *love. Thanks sooooo much @MasterMaryKate @WHSDANCEMARATHO #Sarcasm
  love ,  Work on top of work... I swear I love school! #Sarcasm
  love ,  I love waking up at four in the morning. What I love even more is that I can't get back to sleep. #Sarcasm
  love ,  I love how almost every girl think every boy is heartless #Sarcasm
  love ,  If Andi and Josh can't make it we no longer believe in love. #thebachelorette #BachelorNation #sarcasm
  love ,  @twistedcandle08 @KathnielNation i love you so much
  love ,  Love being criticized for my work. #sarcasm
  love ,  I love when it rains on my outdoor lab day! #bitter #sarcasm #grumpy
  love ,  @PatKessler Oh boy
  love ,  I love seeing adults post about how fantastic it is that they JUST learned some basic life skill. #Sarcasm
  love ,  Gotta love family trips with the Wetzels. #sarcasm #saveme
  love ,  RT @waistingtears15.  I love when you don't text me... #sarcasm
  love ,  I love working at dysfunction junction #sarcasm #toomanychiefs #tinyteepee
  love ,  I love coming home to see shit and vomit every where!!! #sarcasm #ihateyoujack
  love ,  I love technical difficulties! #sarcasm
  love ,  Wow I just love when people only ever hit me up for a move
  love ,  I love it when you know you chopped a 6 10 off your hand... #bowlerprobs #sarcasm
  love ,  Oh boy do I love not being able to run! #sarcasm
  love ,  I love shady people #sarcasm
  love ,  Oh how I love Mrs Foster and her class #sarcasm
  love ,  i love the sound of fake babies crying everywhere i turn #sarcasm
  love ,  I love puking in my mouth 4 times in a match... #sarcasm
  love ,  I just love when I'm driving behind a slowpoke
  love ,  I love it when a kid commits an obvious foul then stares at the referee in seemingly earnest disbelief #Sarcasm
  love ,  @katers_taters Wow..love being told that all women just 'want to be collectively led back to the kitchen'. #sarcasm #offensive #saa700
  love ,  I love it when sarcasm gets missed and responded to with more sarcasm. Sarcasm will eat us all one day. #sarcasm
  love ,  RT @qhancock08.  I love Doug Shows. Best ref in the NCAA. #sarcasm
  love ,  Any Di Maria transfer request tweets out there cos I'd love to see them #sarcasm
  love ,  I love how i ask a question and all the thing you guys do is favoriting but not answering.. #Sarcastic
  love ,  You gotta love having a torn ligament! #sarcasm
  love ,  I love that you only talk to me when no one else will talk to you. I also love that you pretend to care about me. #sarcasm #goaway
  love ,  I really love how I am never invited to or told about anything going on in this house. #LoveBeingForgottenAbout #Sarcasm #BadDay
  love ,  @Wendys I love eating fries that are stale and a few hours old #sarcasm #wantmymoneyback
  love ,  I love those times when I'm reminded why I only hang out with a certain and very small amount of people. #sarcasm #mostpeoplearedumb
  love ,  @Theresarose7 @KatieAnnBurney @yolivettevivas oh I love the smell of sweaty boys...
  love ,  Don't you just love these? #sarcasm http. //t.co/lIYHCL10cz
  love ,  I love songs that only use 3 different words in the entire song. Such deep lyrics. #sarcasm
  love ,  I just love all of this. #Sarcasm
  love ,  @JessiRose14 absolutely! Tough call
  love ,  @petrolbird oh how we both love #basildon #sarcasm
  love ,  I love when a drunk call wakes me up and then I can't fall back asleep #sarcasm
  love ,  I love being hung up on. #sarcasm
  love ,  Wow I just love paying thousands of dollars for a mandatory class I'm failing due to lack of interest. #sarcasm
  love ,  Working In The Fucking Cold. Great I Love My Job. #Cutting #Sarcastic #Freezing #Bullshit
  love ,  just love not playing the last half-an-hour of practice #loveit #sarcastic
  love ,  Oh how I love studying. #Sarcasm
  love ,  I really love when my hair doesnt do what I want it to do!!! #sarcasm
  love ,  I love being treated like I'm 5 #sarcasm
  love ,  I love how the last 20 seconds of the game were filled with players fiddling around. Great effort. #Sarcasm #BruinsVsCanadiens
  love ,  You're the person I'll pick first that I would love to talk to! #sarcasm
  love ,  @LornaBailey96 @Tarakatexo Love Fergal so I do #HappyChappy #sarcasm #heisgrumpycat
  love ,  RT @Danielaaa____.  Wow. I'm loved. #sarcasm
  love ,  @Pinboard @brad_frost I LOVE comic sans #sarcasm
  love ,  Loving my laptop today! #Sarcasm
  love ,  I love how parents tell you one thing and completely do the opposite. It just makes me SO excited. #sarcasm #hipocrites #imdone
  love ,  I particularly love copy that doesn't entice people to act. #sarcasm
  love ,  @espn I love how you put Georgia's 98 yard pass play but not THE MEAN GREEN'S 99yard kickoff return! #BS #SARCASM #Top10 #MEANGREAN
  love ,  @CauseWereGuys.  I love it when you don't text me back. #sarcasm
  love ,  @united Love sitting at the gate IN the plane for over an hour... Thanks guys
  love ,  I love how everyone starts class on the 13th
  love ,  I love that not being nice
  love ,  I love when I study the wrong thing for a quiz #sarcasm
  love ,  Pre-ejackulation that's the shit I love #sarcasm
  love ,  I love how when you get a haircut you shed hair for the rest of the day. #sarcasm
  love ,  Brilliant.....love it when this happens #not #sarcasm #fucksake
  love ,  I love when it gets dark so early #sarcasm
  love ,  Put on a stone
  love ,  Loving the forecast! #sarcasm #pdxweather http. //t.co/KAQPNFrrIp
  love ,  I love how Cindy misspells my name #sarcasm
  love ,  excited for @ColyBlues preseason training tomoz night I love road runs
  love ,  I love when the people who i give my time &amp; affection to treat me like shit! #Sarcasm
  love ,  @imaginaryerika @F_ckYeahGH @justsaying0716 right?!? I missed her. And I just love Sabrina #Sarcasm
  love ,  Man I love Mondays!! . D #sarcasm
  love ,  Love mixing cement me #sarcasm
  love ,  Love when you choose her over me... #CantGetEnoughOfIt #Sarcasm
  love ,  Oh goody
  love ,  C.  I love you! A.  I love you too! C.  I love you Three! A.  I love you Four... Four-ever! hahaha! #EpicMovie #sarcasm
  love ,  My love for liars #sarcasm
  love ,  I really love hiding in the kitchen writing papers on a Sunday when the rest of my family is watching football and eating wings..#SARCASM
  love ,  I love Drinking Alcohol #sarcasm #WasteOfTime
  love ,  The boys of @BarbellShrugged are hilarious. I love to watch their episodes over my lunch hour. #crossfit #sarcasm
  love ,  Fine day for a panic attack. Love when those show up out of blue #Sarcasm
  love ,  I love being invited to things!!! . ) #sarcasm
  love ,  Love the respect from Rios #sarcasm
  love ,  Gotta love the Missouri weather! #sarcasm
  love ,  I love lectures.....#sarcasm
  love ,  I love eating at subway and then smelling like it all fuckin day. #sarcasm
  lovely ,  RT @JoeAnnett25.  It looks lovely outside
  lovely ,  @alexebeaton @gabby_janes @Lauren_annis thought that was a lovely photo really #sarcasm
  lovely ,  Ah that lovely unemployed feeling. #sarcasm
  lovely ,  I'm awaken every morning at 6 to the lovely sound of crying children. #break #lovingit #sarcasm
  lovely ,  @Ads_c_b @nikkitadhaliwal It's so lovely to see you use terms like 'bitch' to describe your other half. #Sarcasm
  lovely ,  @YourSouthend didn't harm our lovely palm trees ha ha ha  #sarcasm
  lovely ,  Writing this lovely research paper for English #sarcasm
  lovely ,  @RJMorgan15 that's so lovely #sarcasm
  lovely ,  Lovely
  lovely ,  My family is so fucking lovely. #sarcasm
  lovely ,  What a lovely story... #sarcasm
  lovely ,  @cinnamontoastk Come to Ohio its a lovely place. #sarcasm
  lovely ,  Lovely to be home from #BlizzCon #sarcasm http. //t.co/LRyWyMB9d4
  lovely ,  Sickness and finals
  lovely ,  RT @MarleyAnne22.  What a lovely day. #Sarcasm
  lovely ,  Lovely little sarcy dig at students #students #sarcasm http. //t.co/k3TqVeFAKo
  lovely ,  Such a lovely day #sarcasm
  lovely ,  RT @LunaNightingale.  Great! It is supposed to rain today. Lovely. #sarcastic.
  lovely ,  Work this morning. How lovely... #sarcasm
  lovely ,  Beieza
  lovely ,  Atlantic City is so lovely. (#sarcasm!) RT @NoCasinos Love Florida? Follow us to help protect Florida from the expansion of gambling.
  lovely ,  RT @ejecter4579.  @QueenLareefer1 they are such a lovely bunch it's all love peace &amp; harmony whith Islam #sarcasm
  lovely ,  Is going to be a lovely day #sarcasm
  lovely ,  Ah
  lovely ,  Everyone is in such a lovely mood this morning.. #sarcasm #backtobed
  lovely ,  So glad I forgot about this brunch and now have to wake up extra early to buy my lovely ladies food #sarcasm
  lovely ,  @sabeeha_k03 ok ok**sowi Sabz*such lovely wonderful stares uu have**#sarcasm
  lovely ,  Eugh lovely monday #sarcasm
  lovely ,  @Jessicapoulterx what a lovely topic! #sarcasm
  lovely ,  RT @treycrane313.  This night is just going fucking lovely. #sarcasm
  lovely ,  How lovely to get an important Christmas phonecall #sarcasm
  lovely ,  So Doc says I've got a pinched nerve in the bursa sac in my left outer hip. Lovely. Guess I'm going to love push-ups #greatnews #sarcasm
  lovely ,  Today was just a lovely day... #sarcasm
  lovely ,  Lovely Internet connection again &lt;333333333 #sarcasm
  lovely ,  @LFCNev lovely stretch of motorway that mate were m5 joins the m6 #sarcasm lol
  lovely ,  I rushed home just to watch Brad win. That's lovely. #sarcasm
  lovely ,  @MyNamesJacobus the lovely
  lovely ,  Today just turned out so lovely.. #sarcasm
  lovely ,  @BurghGourmand Stayed at the Bayfront Sheraton in August. Really lovely
  lovely ,  Well
  lovely ,  @cr8f @jane_wi @frogetteca @paellacook Ah
  lovely ,  Gang wars going on right now how lovely
  lovely ,  I forgot how lovely it was having my mom wake me up 30 mins before my alarm and nagging me to get ready all morning #sarcasm
  lovely ,  Ah
  lovely ,  Lovely sentiments from the people of Gloucester. Awesome spelling too! #Sarcasm #Gloucester #Rough #Chavs http. //t.co/yRiRxkLIqI
  lovely ,  I have such lovely people in my life!.... #sarcasm
  lovely ,  aww my sister made mini pizzas at school today and she didn't like it
  lovely ,  Lovely cycling weather #lol #sarcasm #otherredundanthashtag
  lovely ,  @EverydaySexism walking home from uni and I get wolfwhistled at from a motorbike - lovely end to the day #sarcasm
  lovely ,  @Coldcashtruckin lovely tree! It's obstructing your view of the right side of your windshield
  lovely ,  Was lovely to see all the #dads getting involved during #football this morning with their #sons.  #sarcasm http. //t.co/NYpP63wHlJ
  lovely ,  @xangellust Oh lovely sounds like a cracking read #sarcasm
  lovely ,  Thank you for the lovely text
  lovely ,  Found a cockroach in my shower.... what a lovely way to start off the wonderful Monday morning. #sarcasm
  lovely ,  RT @lo_ashLeyy10.  Well isn't that just lovely. 
  lovely ,  @WeAreMumbai lovely .. they didnt show an aero-plane vanishing . P #sarcasm
  lovely ,  Such a lovely way to start a week!... #sarcasm #rollwiththepunches
  lovely ,  being a girl is just lovely sometimes #sarcasm
  lovely ,  Today was lovely #sarcasm
  lovely ,  Lovely shot from Matri #sarcasm
  lovely ,  @HeatherMarieYA @katyupperman @_JessicaLove @LizParkerWrites  You should all come to Minnesota. The weather's lovely. #sarcasm
  lovely ,  Oh
  lovely ,  isn't it lovely when someone is trying to make you look stupid on purpose?luckily I'm on my way home #anger #sarcasm #workisnotalwaysfun
  lovely ,  @PJCavan Holy cow. Sounds...er...lovely. #sarcasm
  lovely ,  This has just been a lovely week. #sarcasm
  lovely ,  Lovely strike zone tonight. #sarcasm #umpires #RedSox
  lovely ,  An afternoon Christmas shopping with the present Mrs B - lovely #sarcasm
  lovely ,  @JenkinsSports lovely. #sarcasm
  lovely ,  What a lovely night in the Rumery household #sarcasm
  lovely ,  Right. Today is going to be a practical sort of day. Re-foofing the shed and cleaning the gutters. Lovely day for it #sarcasm
  lovely ,  RT @stonepeter52.  What a fucking lovely New Year #sarcasm
  lovely ,  @em_jaynee Such a lovely person.... ;) x #Sarcasm
  lovely ,  well that was a lovely sight to see. #sarcasm
  lovely ,  Lovely non stressful evening at work. #sarcasm
  lovely ,  Lovely english weather this morning #sarcasm!
  lovely ,  Always lovely when the coyotes bark all night #lol #no #jk #sarcasm #goodnight
  lovely ,  Toast with my lovely sister #sarcasm
  lovely ,  Well that was a lovely swim practice! #sarcasm
  lovely ,  May have got myself a lovely speeding ticket this morning... bloody brilliant. #sarcasm #emptyroad
  lovely ,  Lovely night. #sarcasm http. //t.co/ShGYCVCMRG
  lovely ,  @DavidNelsonNews Now
  lovely ,  lovely thunderstorm #sarcasm
  lovely ,  This is gonna be just a lovely night #Sarcasm
  lovely ,  Morning twitville. Had a lovely lie in. #sarcasm
  lovely ,  @kit_coste Isn't college just a lovely thing. #Sarcasm
  lovely ,  5am vomiting ... Lovely #sarcasm
  lovely ,  Wow. What a lovely
  lovely ,  31 degrees outside.. And according to the weather channel the 17 mph winds make it feel like 29 degrees. What a lovely day. #sarcasm
  lovely ,  My brother is home. How fucking lovely? #sarcasm #killme
  lovely ,  Lovely weather to be ploughing round the M25. #sarcasm http. //t.co/SbdgqL8025
  lovely ,  @ScanBC That is just lovely. #Sarcasm
  lovely ,  @coffey_richard Lovely! thanks for sharing that with me i feel like i can sleep tonight now -.- #Sarcastic!
  lovely ,  Oh how was your day?
  lovely ,  Who want's to work with me next week? It's really fun and everyone's lovely.. #sarcasm
  lovely ,  Why most the weather be so lovely today!? #sarcasm
  lovely ,  Today's turning out lovely. #sarcasm
  lovely ,  Lovely and warm out #Sarcasm
  lovely ,  Jake Friend
  lovely ,  Spent a lovely day shopping with my dad for 5 and half hours #sarcasm
  lovely ,  What a lovely surprise this morning in the bathtub #sarcasm #spider #bathtub http. //t.co/FXbBXA1EIK
  lovely ,  Oh good. Jim Joyce is on the World Series umpiring crew. Lovely. #sarcasm
  lovely ,  Another lovely night working for Dollar General where all employees are appreciated and treated fairly #Sarcasm #IHateMyJob
  lovely ,  there is so many lovely people in the world #sarcasm
  lovely ,  Oh God. Draco is still... lovely. #sarcasm #AVPM
  lovely ,  Work at 6am how bloody lovely #not #sarcasm #stupidshift
  lovely ,  Running errands on such a lovely day. #sarcasm
  lovely ,  Isn't that just lovely.. #sarcasm
  lovely ,  Already complaining it's cold and it's only the middle of October. Winter this year is going to be lovely! #Sarcasm #HateTheCold
  mature ,  Wowwww real mature #sarcasm #middlefinger
  mature ,  For your leadership
  mature ,  RT @GauriRajdev.  I'm glad I chose to come with my very mature friend. #sarcasm #dinosnores @helmacca http. //t.co/O9l7XCwcou
  mature ,  @janersm @Support Wow. They sound soooo mature -__-; #sarcasm If you need to bully someone to argue a point
  mature ,  Everyone is so mature nowadays I just can't handle myself. #sarcasm
  mature ,  @MatManferdini Who is that we? The indies? Everyone?
  mature ,  Wow! Real mature for a 19 year old. Everybody must be so impressed. #sarcasm
  mature ,  Yes
  mature ,  Well I sure am glad that your mature enough to let me keep my own daughter. #Sarcasm #GrowUp
  mature ,  I resort to Sarcasm cos I expect d person on the other side to be mature &amp; smart enuf to undrstnd.Its like givin anothr chance #sarcasm
  mature ,  Still cant get over the fact that you mooned me tonight... So fuckin mature. I wish I was HALF as cool as you are. #sarcasm
  mature ,  @EddieGiannakas Mature. And sexist. You must have the ladies DROOLING over you. #sarcasm
  mature ,  How to solve problems.  just argue bout anything through texts; dont call dont have face to face talks. That's just so mature. #Sarcasm
  mature ,  @ThoK_Ra well that is a mature and adult way to deal with it... #sarcasm
  mature ,  Lol I'm so mature smh -_- #sarcasm
  mature ,  It's Good To See Maturity Is Strengthening As People Are Getting Older! #Sarcasm
  mature ,  you're so mature it's not even funny. #not #sarcasm
  mature ,  Wow. Super mature. #sarcasm
  nice ,  @DakotaStroker Nice painted toenails. #sarcasm
  nice ,  @TownofViennaVA thanks for having a helpful police dept who are nice to moms.  #sarcasm
  nice ,  @JamesSACorey @Spacekatgal Because nice obviously means weak and everyone knows women characters in games must be strong #sarcasm
  nice ,  Whoever's calling plays for the Cowboys. Yeah
  nice ,  It's nice to see the BBC using an actual picture from the match on their report for a change....#sarcasm http. //t.co/teXAg3p1cV
  nice ,  @MarcHilliker @Talkmaster And if you believe that #Islam is a peaceful religion I have a nice Tall Cold Glass of Kool-ade for you #sarcasm
  nice ,  Nice hat
  nice ,  RT @JayPerez_11.  What a fucking nice way to end my night #sarcasm
  nice ,  Nice work #Vikings 
  nice ,  That's nice. Thanks. #FeelinGREAT #sarcasm
  nice ,  That was so nice of you #sarcasm
  nice ,  at least the carnies have nice teeth #sarcasm
  nice ,  @ModeShiftOmaha you are crazy to think physical mobility leads to social mobility.  Crazy I tell ya!  nice article. #sarcasm
  nice ,  If you have nothing nice to say
  nice ,  Nice battle MattvsJames.... if you could see it... good job NBC for putting commercials before the show 
  nice ,  @FGW Thanks for your apologies over the delay. It's really nice how I get one every time in travel with you #apologyaccepted #sarcasm
  nice ,  Gotta find me a nice girlfriend...lucky for me
  nice ,  What a nice day for a boat ride! #sarcasm #itsprettygrayout
  nice ,  Wow. Nice to see those great Stanford fans didn't bail on their team after one loss #sarcasm
  nice ,  Sunny and raining.. Nice.. No cable? Awesome! #Sarcasm
  nice ,  Wow why do the most polite
  nice ,  Nice no-call @nfl officials.  #sarcasm #weak
  nice ,  i'd sacrifice you all wow
  nice ,  Hahahahahaha. Nice job #Cowboys #sarcasm
  nice ,  @RichardHammond @JeremyClarkson @MrJamesMay Bloody Argies!! Brave crew and it's nice to see diplomacy at its finest #sarcasm
  nice ,  If I have to be nice
  nice ,  @Eminem nice devil horns in your avi #sarcasm
  nice ,  Ditched twice in a day
  nice ,  Its nice to see ESPN give airtime to small market teams like the Yanks and Red Sox. #sarcasm
  nice ,  RT @rayy_nikole.  What a nice way to end my day.. #sarcasm
  nice ,  @urkel_57 nice save babe #sarcasm
  nice ,  That was real nice advice -_- #sarcasm
  nice ,  Nice to see #RIDERS  oline in post season form!!! #sarcasm
  nice ,  Dalton is so nice to me.. #sarcasm
  nice ,  @hkollander14  @AllieThombo  Haley is perfect. What a nice personality she has!&lt;3  #lovealways #sarcastic
  nice ,  Well isn't this nice #sarcasm
  nice ,  @garettthhh all talk? We shall see
  nice ,  @LinaMorales is always so nice to me at school #Sarcasm
  nice ,  my dad is so nice #sarcasm
  nice ,  That connect page won't refresh. Nice update twitter
  nice ,  @dstrauss67 nice job on my yard Gus #sarcasm #pussys
  nice ,  Another beautiful and nice Monday. #Sarcasm
  nice ,  Chavez Jr. was kind enough to give Vera a week in advance that he will not honor the contractual SM weight limit. What a nice guy #sarcasm
  nice ,  @iJordan12 nice draft last night #sarcasm
  nice ,  oh people weren't robbing liquor stores and tossing Molotov cocktails?  geez.  nice shutdown
  nice ,  Nice job #sabres  always bringing your A game #sarcasm
  nice ,  @Bombergrl2000 Well today we got Knave promo pics. How nice #sarcasm
  nice ,  @its_brittnaayyy Oh how nice. I like how you are so excited about that. #sarcasm
  nice ,  Nice workout there Louis #sarcasm #1DDay
  nice ,  you don't even care... like at all... how nice of you
  nice ,  Nice job Ravens.  Clearly
  nice ,  Nice block Amendola! #Sarcasm
  nice ,  nice comment there I loved it I really did #sarcasm #ihateyou
  nice ,  RT @TubaHero15.  That was very nice of you. #sarcasm
  nice ,  @MandyyDaniels so you care by wiping dirty slave towels on my nice shirts gee thanx I feel the love 
  nice ,  @shubhangi_shah nice
  nice ,  I'm super glad it's nice and warm waiting out side of work! #sarcasm
  nice ,  Hey nice dress #sarcasm
  nice ,  Must be nice to be playing football in Green Bay right now. #lovethecold #sarcasm
  nice ,  Keeping them in the game
  nice ,  @WNST as in Johnny Baseball
  nice ,  This is gonna be a nice walk home #sarcasm
  nice ,  @webserve wiped clean our database
  nice ,  It's always nice to know you matter. #sarcasm #hah
  nice ,  Nice to know that while I'm on vacation from work
  nice ,  Nice job offense! #sarcasm
  nice ,  long time no writing
  nice ,  Nothing gets you more ready for bed than a nice 3hr nap #sarcasm #WideAwake
  nice ,  It's not even a nice shift like a 1. 30-5
  nice ,  @rGunsAreCool @crazytrkdriver2 @JerryBeaglemann @CSGV @MomsDemand yeah cowpie is being nice to a dickhead. Sam must like you #sarcasm
  nice ,  Ah it's so nice to go out to your car in the parking lot and get a good exercise of shoveling the snow away #sarcasm #IthySnowy
  nice ,  Nice to know how appreciated I am. #sarcasm
  nice ,  It's super nice knowing I have someone to count on being there for me when I'm upset. #sarcasm
  nice ,  It's nice to know that alot of important people in my life [friends and family] forgot my birthday...#sarcasm #thanks
  nice ,  This global warming thing is nice. #sarcasm
  nice ,  Wow #Lions nice fake and fumble. #sarcasm #StupidDecisions
  nice ,  Always nice when people you thought were your friends are talking sh!t behind your back. #loveyoutoo #sarcasm
